Brand,Vehicle_model,segment,number_of_seats,Vehicle_Range_KM,Vehicle_Efficiency,weight__kg,1-Stop Range,SEC,Battery,Fastcharge,Towing,Cargo,Price/range,Germany_price,Netherland_price,England_price
MG,MG5 EV Long RangeMG,C,5,340,169,1625,309,7.7,57.4,53,0,464,98,0,0,28995
Ford,Mustang Mach E ER,D,5,480,190,2160,448,7.0,91.0,1,1500,619,138,71200,59400,59380
Mercedes,Benz EQE 350 4MATIC,E,5,515,176,2475,570,6.3,90.6,141,1700,430,148,74149,78791,0
Toyota,Proace Verso M 50,N,9,180,257,2027,191,12.1,46.3,78,1000,603,276,44230,55050,0
Ford,Mustang Mach E SR,D,5,385,189,2166,408,6.2,72.6,100,750,619,132,55800,46300,43840
Genesis,GV70 Electrified Sport MY22,D,5,350,211,2310,432,4.2,74.0,190,1800,528,203,67300,0,65105
VinFast,VF 8 Eco Extended,D,5,405,217,2530,411,5.9,87.7,105,1800,376,128,52990,50690,0
Smart,3 Pro MY24 Smart,B,5,355,175,1855,383,5.8,62.0,90,1600,385,120,43490,40495,37960
Mercedes,Benz EQS 500 4MATICMercedes,F,5,590,184,2630,654,4.8,108.4,173,750,620,229,125378,145390,0
Mercedes,Benz EQE 500 4MATIC,E,5,505,179,2490,553,4.4,90.6,141,1700,430,176,84764,86304,82615
Lucid,Gravity Touring MY26 Lucid,F,7,460,193,2597,547,4.2,89.0,180,1600,1,220,99900,102900,0
Mercedes,Benz CLA 250Mercedes Benz,D,5,490,145,2055,660,6.7,71.0,150,1500,506,106,52872,51134,0
CUPRA,Born 170 kW 58,C,5,345,168,1824,371,6.6,58.0,82,0,385,116,40750,38989,35085
Zeekr,X Privilege AWD MY24,B,5,350,186,2035,392,3.8,65.0,112,1600,383,139,0,48490,0
Citroën,ë C4 54 kWhCitroen,C,5,330,154,1636,359,9.2,50.8,79,0,380,118,35925,39455,35800
BMW,i5 xDrive40 Touring MY25,E,5,450,180,2395,512,5.5,81.2,136,2000,570,179,77600,83327,0
BMW,i5 M60 xDrive Touring,E,5,425,191,2425,485,3.9,81.2,136,2000,570,257,101500,111520,100005
Peugeot,e Expert Combi Standard,N,9,265,260,2131,252,14.3,69.0,79,1000,603,218,57940,57367,0
Škoda,Enyaq Coupe iV 80,C,5,445,173,2119,473,8.7,77.0,125,1000,575,118,54400,51990,44825
Smart,3 Pro MY24 Smart,B,5,265,177,1855,297,5.9,47.0,65,0,385,142,38490,35495,33960
Volkswagen,ID Buzz NWB GTXVolkswagen,N,6,360,219,2629,395,6.5,79.0,135,1800,1,204,73102,69990,67435
Nissan,LEAF 24 kWh MY11,C,5,125,176,1600,138,11.9,22.0,36,0,330,243,33990,32590,21490
Škoda,Enyaq Coupe iV RS,C,5,430,179,2253,471,6.5,77.0,115,1200,575,146,63300,61990,54370
Mercedes,Benz EQS SUV 580,F,7,485,224,2810,521,4.6,108.4,173,1800,645,323,135434,173825,139470
Porsche,Taycan Turbo GT WeissachPorsche,F,2,475,204,2295,610,2.2,97.0,267,0,451,496,240000,249900,189200
Voyah,Courage 80 kWh RWDVoyah,D,5,395,196,2174,434,6.8,77.3,110,1700,527,114,0,44990,0
Hyundai,IONIQ 5 Standard Range,C,5,290,186,2015,359,6.1,54.0,140,0,555,158,45900,0,0
Mercedes,Benz eVito Tourer Extra,N,9,305,295,2555,279,12.0,90.0,0,0,1,264,65140,80253,83850
Peugeot,e 308 SW MY23,C,5,300,169,1791,322,10.0,50.8,79,0,548,142,45765,42570,34660
ORA,Funky Cat 48 kWhORA,C,5,260,175,1615,247,8.3,45.4,45,0,228,146,38990,0,31995
Volvo,C40 Recharge Single Motor,C,5,355,186,2065,383,7.3,66.0,116,1500,450,145,47500,50995,48355
e,GO e wave Xe,B,4,150,180,1280,106,12.0,27.0,0,0,116,167,24990,0,0
Peugeot,e 5008 73 kWh,D,7,355,206,2406,374,6.5,73.0,90,1000,348,178,62500,59515,58990
Citroën,ë SpaceTourer M 75,N,9,265,260,2211,252,14.2,69.0,79,1000,603,213,52230,68571,42035
Citroën,ë C4 XCitroen e,C,5,290,160,1659,318,9.9,46.3,78,0,510,115,32600,35915,27215
Lancia,Ypsilon 54 kWh MY25,B,5,325,156,1561,353,8.2,50.8,79,0,309,104,0,33700,0
Renault,Zoe Q90Renault Zoe Q90,B,5,245,167,1555,224,13.5,41.0,33,0,338,126,0,33590,24520
Kia,e Niro 39 kWhKia,C,5,235,167,1667,215,9.8,39.2,37,0,451,159,38290,35995,32895
Volkswagen,ID 3 Pro S,C,5,450,171,1928,488,7.9,77.0,115,0,385,98,43720,44490,0
DS,Automobiles DS 3 Crossback,B,5,265,175,1598,288,8.7,46.3,78,0,350,149,39440,38990,34770
Citroën,ë Jumpy Combi M,N,9,265,260,2131,252,13.3,69.0,79,1000,507,217,57940,57022,0
Audi,SQ6 Sportback e tron,D,5,495,192,2425,578,4.3,94.9,186,2400,575,207,96200,101990,95450
Volvo,EX40 Twin Motor Performance,C,5,385,205,2170,414,4.6,79.0,110,1800,441,163,62890,56495,59610
Lotus,Eletre 900Lotus Eletre 900,F,5,455,240,2725,559,2.9,109.0,259,2250,657,327,145990,150595,129990
Toyota,Proace Verso M 75,N,8,265,260,2131,252,13.1,69.0,79,1000,603,244,64530,0,0
Maserati,GranCabrio FolgoreMaserati GranCabrio Folgore,F,4,395,210,2415,489,2.8,83.0,190,0,151,530,206713,208250,185610
Skywell,BE11 Long RangeSkywell BE11,D,5,385,210,2005,336,9.6,81.0,50,0,467,119,0,0,39995
Opel,Mokka Electric GSEOpel Mokka,B,5,280,181,1672,297,5.9,50.8,79,0,310,157,47300,43999,35495
Audi,Q4 e tron 45,C,5,385,199,2210,418,6.9,76.6,115,1200,520,150,53990,61415,0
XPENG,P7 Wing EditionXPENG P7,E,5,455,182,2255,514,4.1,82.7,138,0,440,155,69600,71188,0
Porsche,Taycan 4 Cross TurismoPorsche,F,5,510,190,2355,655,4.7,97.0,267,0,530,225,113100,119400,96800
Citroën,ë Berlingo XL 50,N,7,230,217,1881,242,11.7,50.0,80,750,1,169,37940,43178,30640
Smart,1 Pure MY24 Smart,B,5,250,188,1855,280,6.7,47.0,65,0,338,135,34990,32000,29960
Ford,Mustang Mach E Rally,D,5,410,222,2343,417,3.9,91.0,115,750,619,189,80300,71400,69800
BMW,i5 M60 xDrive Sedan,E,5,430,189,2370,488,3.8,81.2,136,2000,490,249,99500,109463,97755
Smart,ForFour Electric DriveSmart ForFour,A,4,95,176,1200,66,12.7,16.7,0,0,185,232,22600,24050,16915
Mitsubishi,i MiEVMitsubishi i MiEV,A,4,85,171,1160,98,15.9,14.5,30,0,166,310,23790,27615,24054
Opel,Mokka eOpel Mokka e,B,5,255,182,1598,275,9.0,46.3,78,0,310,135,34110,34399,30540
Volkswagen,ID 3 Pro S,C,4,455,169,1933,499,7.9,77.0,120,0,385,108,47595,43990,47990
Smart,1 Pure MY24 Smart,B,5,335,185,1863,357,6.7,62.0,90,1600,338,115,39990,37000,0
Audi,Q6 Sportback e tron,D,5,410,185,2200,485,7.0,75.8,150,2000,575,167,65900,67990,62475
Škoda,Enyaq Coupe 85x MY25,C,5,460,167,2234,511,6.7,77.0,120,1200,570,121,53400,0,50660
Mercedes,Benz EQS 580 4MATICMercedes,F,5,590,183,2620,655,4.3,107.8,173,750,610,267,141705,173825,0
Smart,1 Pulse MY23 Smart,B,5,325,191,1975,350,4.5,62.0,90,1600,328,137,46490,42500,0
NIO,EL6 Standard RangeNIO EL6,E,5,365,201,2378,388,4.5,73.5,110,1200,579,183,65500,67900,0
Audi,Q4 Sportback e tron,C,5,415,186,2235,457,5.4,77.0,120,1200,535,157,61000,66675,59190
Peugeot,e Rifter M 50,N,5,235,213,1830,246,11.7,50.0,80,750,775,166,38440,42918,30850
Cadillac,LYRIQ V MY26 Cadillac,E,5,400,228,2745,392,3.3,91.0,100,1587,588,249,99640,0,0
Tesla,Model S 70DTesla Model,F,5,355,194,2183,369,5.4,69.0,95,0,895,251,88200,89700,0
Citroën,ë C4Citroen e C4,C,5,280,165,1616,311,9.7,46.3,78,0,380,124,34640,33990,30895
Mercedes,Benz EQE 500 4MATIC,E,5,505,179,2485,555,4.7,90.6,141,750,430,200,88215,113488,0
Mercedes,Benz EQE SUV 300,E,5,450,201,2440,485,7.6,90.6,141,750,520,186,83479,83480,0
Volvo,EC40 Twin Motor MY25,C,5,400,198,2185,438,4.8,79.0,110,1800,435,160,61290,0,57805
Mercedes,Benz EQE 500 4MATIC,E,5,505,179,2490,555,4.7,90.6,141,1700,430,177,88215,87231,80610
Tesla,Model S P90DLTesla Model,F,5,405,211,2262,401,3.0,85.5,90,0,895,327,131400,133700,0
Tesla,Model X PerformanceTesla Model,F,7,440,216,2572,438,3.6,95.0,100,2250,,243,107600,106220,93150
Porsche,Taycan 4S PlusPorsche Taycan,F,5,460,182,2295,587,4.0,83.7,216,0,491,245,114389,120031,90406
Smart,1 Pro MY24 Smart,B,5,250,188,1855,280,6.7,47.0,65,0,338,147,37490,34500,32960
Lotus,Eletre SLotus Eletre S,F,5,480,227,2595,593,4.5,109.0,259,2250,657,255,121990,124090,105805
Porsche,Macan 4S Electric MY26,D,5,470,202,2420,553,4.1,94.9,186,2500,624,196,91200,96700,77100
Citroën,C ZeroCitroen C Zero,A,4,85,171,1140,101,15.9,14.5,30,0,166,328,29393,29950,21216
Audi,Q4 Sportback e tron,C,5,400,192,2215,442,6.2,76.6,115,1200,535,167,59900,73065,58510
Opel,Grandland Electric 82 kWhOpel,C,5,420,196,2195,433,9.0,82.2,100,1200,550,122,51950,50499,0
VinFast,VF 6 PlusVinFast VF,D,5,310,192,2113,318,8.9,59.6,90,0,,128,38990,40520,0
Porsche,TaycanPorsche Taycan Discontinued January,F,5,420,169,2125,532,5.4,71.0,183,0,491,225,93139,98663,79200
Toyota,Proace Verso M 75,N,9,265,260,2211,252,13.3,69.0,79,1000,603,215,0,61100,45895
Porsche,Taycan GTSPorsche Taycan GTS,F,5,535,181,2360,693,3.3,97.0,267,0,450,273,147700,154233,118200
MG,IM5 Standard RangeMG IM5,D,5,405,181,2180,451,6.8,73.5,120,0,475,112,0,0,39450
Smart,EQ fortwo coupeSmart EQ,A,2,100,167,1085,71,11.5,16.7,0,0,260,221,21940,23995,17695
Škoda,Enyaq RS MY24 Skoda,C,5,435,177,2251,480,5.5,77.0,120,1200,585,140,61050,0,53120
Volkswagen,ID Buzz NWB PureVolkswagen,N,6,265,223,2367,301,10.7,59.0,110,1000,1,189,49998,49990,0
Škoda,Enyaq Coupe RS MY25,C,5,470,168,2239,534,5.4,79.0,135,1200,570,129,60850,58990,53860
Genesis,GV60 Performance MY25 Genesis,C,5,395,203,2250,493,4.0,80.0,1,1600,432,193,74480,0,67715
Volkswagen,e Transporter Kombi L2,N,9,250,255,2348,250,12.8,63.8,75,2000,1,252,63725,62990,54424
MG,MG4 XPOWER MY26 MG,C,5,330,187,1810,370,3.8,61.7,115,500,388,118,0,0,33995
Renault,Zoe R90Renault Zoe R90,B,5,255,161,1548,182,13.2,41.0,0,0,338,131,34100,32890,0
Opel,Vivaro e Combi L,N,9,180,257,1989,191,12.1,46.3,78,1000,912,269,51825,50044,37835
Mercedes,Benz EQE SUV 500,E,5,435,208,2560,468,4.9,90.6,141,1800,520,262,99841,116755,108760
Ford,Explorer Extended Range RWD,C,5,450,176,2080,500,8.5,79.0,135,1200,536,103,48500,43750,0
Mercedes,Benz EQE SUV 350,E,5,475,202,2495,503,6.4,96.0,141,750,520,185,86811,90297,75505
Tesla,Model S Standard RangeTesla,F,5,420,173,2183,416,4.2,72.5,80,0,894,201,86800,83420,72550
Volkswagen,ID 5 ProVolkswagen ID,C,5,430,179,2118,454,10.4,77.0,125,1000,549,124,47935,53990,50710
Peugeot,e 3008 73 kWh,C,5,365,200,2337,388,6.0,73.0,1,1350,588,166,60000,56515,56290
GWM,ORA 07 GTGWM ORA,D,5,430,194,2210,389,4.5,83.5,80,0,333,124,53490,0,0
GWM,ORA 03 63 kWhGWM,C,5,340,174,1615,313,8.2,59.3,55,0,228,107,32490,0,34995
Mercedes,Benz EQV 300 Extra,N,7,315,286,2735,291,12.2,90.0,96,0,1,276,62897,89679,93955
Volvo,EC40 Single Motor MY26,C,5,360,186,2057,394,7.3,67.0,100,1500,435,150,54390,47495,52410
Volkswagen,e Caravelle L2 210,N,9,245,260,2568,247,7.4,63.8,75,2000,1,304,71216,74940,67355
Mercedes,Benz EQS AMG 53,F,5,540,200,2655,591,3.4,107.8,173,750,610,320,155009,176608,161860
Audi,e tron SAudi e,E,5,320,270,2730,332,4.5,86.5,146,1800,722,294,93800,86415,88435
Mercedes,Benz EQE 350 4MATIC,E,5,505,179,2465,549,6.3,90.6,141,750,430,158,73363,86263,0
Mercedes,Benz EQE SUV 350,E,5,435,208,2565,468,6.0,90.6,141,1800,520,210,89548,92727,80005
Ford,Mustang Mach E SR,D,5,335,203,2138,337,6.3,68.0,78,750,619,171,54750,58165,50850
Jaguar,I Pace EV320Jaguar I,D,5,380,223,2244,354,6.4,84.7,85,750,505,186,75351,66060,0
Lucid,Air Pure AWD MY23,F,5,560,164,2337,645,4.0,92.0,0,0,910,200,109000,115000,0
Mercedes,Benz EQE 350 MY23,E,5,530,171,2360,579,6.4,90.6,141,750,430,155,0,82028,0
Volvo,EC40 Single Motor MY25,C,5,360,186,2057,394,7.3,67.0,100,1500,435,152,52690,50495,52555
BMW,i5 xDrive40 Sedan MY25,E,5,465,175,2345,535,5.4,81.2,136,2000,490,169,75600,81270,0
Tesla,Model S P90DTesla Model,F,5,405,211,2271,401,3.3,85.5,90,0,895,316,124200,132000,0
Peugeot,Partner Tepee ElectricPeugeot Partner,N,5,100,205,1679,105,19.5,20.5,30,0,544,305,0,30470,0
Audi,e tron Sportback 55,E,5,380,228,2555,399,5.7,86.5,146,1800,677,217,81639,73900,79900
Smart,EQ fortwo cabrioSmart EQ,A,2,95,176,1125,66,11.9,16.7,0,0,260,286,25200,27910,24645
Mercedes,Benz EQS 450 4MATICMercedes,F,5,605,178,2615,672,5.6,107.8,173,750,610,201,113359,129902,0
Toyota,Proace City Verso L1,N,5,210,220,1739,224,11.2,46.3,78,750,597,194,37800,45495,34113
Porsche,Taycan TurboPorsche Taycan Turbo,F,5,535,181,2365,693,2.7,97.0,267,0,450,320,175600,183000,135200
Fiat,500e Cabrio 24 kWhFiat,B,4,135,158,1281,150,9.0,21.3,40,0,185,248,35490,31490,0
BMW,i5 xDrive40 Touring MY24,E,5,440,185,2405,502,5.5,81.2,136,2000,570,183,77600,83327,0
Ford,Mustang Mach E ER,D,5,435,202,2245,441,4.8,88.0,105,1500,619,158,66600,64400,65415
Volkswagen,e Caravelle L2 160,N,9,245,260,2568,247,8.6,63.8,75,2000,1,288,69175,71690,61577
Ford,Mustang Mach E ER,D,5,480,190,2160,448,7.0,91.0,1,1000,619,135,62950,67360,56080
Toyota,Proace City Verso L2,N,7,205,226,1813,221,11.2,46.3,78,750,850,205,40150,46895,34113
Mercedes,Benz EQE 300 MY24,E,5,525,170,2405,566,7.3,89.0,120,750,430,131,67187,69928,0
Nissan,Ariya e 4ORCE 87kWh,C,5,385,226,2277,373,5.0,87.0,0,0,415,165,63990,61190,56630
Volkswagen,ID 5 Pure MY26,C,5,320,163,1963,359,8.9,52.0,87,1000,549,145,45270,47990,39590
Tesla,Model S 70Tesla Model,F,5,340,196,2074,360,5.8,66.5,95,0,895,231,78000,79200,0
Volkswagen,ID 5 GTXVolkswagen ID,C,5,405,190,2242,447,6.3,77.0,115,1200,549,145,53615,55690,58640
Porsche,Taycan GTS Sport TurismoPorsche,F,5,425,197,2385,542,3.7,83.7,216,0,530,327,140858,147563,111200
Mercedes,Benz EQE SUV 350,E,5,425,209,2580,453,6.6,89.0,120,1800,520,230,89548,99089,90560
GWM,ORA 03 GTGWM ORA,C,5,325,182,1655,300,8.2,59.3,55,0,228,115,37490,0,0
MG,Cyberster TrophyMG Cyberster Trophy,S,2,425,175,1960,440,5.0,74.4,85,0,249,153,64990,66360,55245
Kia,e Soul 64 kWhKia,B,5,370,173,1757,343,7.9,64.0,64,0,315,113,36837,44985,37545
Mercedes,Benz EQE SUV AMG,E,5,425,213,2600,460,4.3,90.6,141,1800,520,301,124920,130791,0
Mercedes,Benz EQE AMG 53,E,5,450,201,2540,491,3.5,90.6,141,750,430,275,110706,128613,114750
Abarth,500e ConvertibleAbarth 500e Convertible,B,4,225,166,1435,244,7.0,37.3,67,0,185,171,40990,38990,30995
Mercedes,Benz EQS 450 4MATICMercedes,F,5,610,178,2630,677,5.6,108.4,173,750,620,189,113359,116955,0
Polestar,2 Long Range Performance,D,5,450,176,2180,501,4.2,79.0,110,1500,448,142,63490,61700,57950
Volvo,EC40 Twin Motor MY26,C,5,400,198,2185,438,4.8,79.0,110,1800,435,150,61290,52495,57660
Ford,Mustang Mach E SR,D,5,380,191,2175,408,6.2,72.6,100,750,619,136,56500,46970,0
Mercedes,Benz EQE SUV 300,E,5,450,201,2445,485,7.1,90.6,141,750,520,184,83479,81827,0
Mercedes,Benz EQE SUV 500,E,5,455,211,2615,482,4.7,96.0,141,1800,520,222,99841,99372,90570
Volkswagen,ID 5 GTXVolkswagen ID,C,5,405,190,2243,447,6.3,77.0,115,1200,549,152,56455,63790,56545
NIO,ET5 Touring Standard RangeNIO,E,5,400,184,2265,434,4.0,73.5,110,1400,450,154,59500,63900,0
Mercedes,Benz EQS AMG 53,F,5,535,203,2700,590,3.4,108.4,173,750,620,321,155009,173825,161860
Škoda,Enyaq Coupe 85x MY24,C,5,455,169,2230,503,6.6,77.0,120,1200,570,122,53400,0,50305
BMW,i5 M60 xDrive Touring,E,5,415,196,2425,479,3.9,81.2,136,2000,570,263,101500,111520,99995
Peugeot,e Rifter XL 50,N,7,230,217,1901,239,11.7,50.0,80,750,1,175,39440,44739,31750
Mini,Aceman JCWMini Aceman JCW,B,5,280,176,1825,294,6.4,49.2,75,750,300,170,43150,52490,40800
Tesla,Model X Standard RangeTesla,F,7,355,204,2427,346,4.8,72.5,80,2250,,252,91700,88120,76550
Opel,Vivaro e Combi M,N,9,265,260,2131,252,13.3,69.0,79,1000,507,215,56942,57123,0
Mercedes,Benz eVito Tourer Extra,N,9,120,292,2285,85,16.0,35.0,0,0,1,461,55275,55418,0
NIO,EL7 Standard RangeNIO EL7,F,5,355,207,2421,376,3.9,73.5,110,2000,570,246,85900,88900,0
Porsche,Taycan Sport TurismoPorsche Taycan,F,5,460,179,2190,568,4.8,82.3,195,0,530,225,102400,108100,87300
Ford,e Tourneo Custom L1,N,8,235,272,2557,245,9.0,64.0,2,2000,672,291,66819,0,60886
Tesla,Model X Ludicrous PerformanceTesla,F,7,420,226,2572,413,3.0,95.0,2,2250,,274,112700,115920,101350
Audi,Q4 Sportback e tron,C,5,300,173,1990,341,9.0,52.0,1,1000,535,159,47600,0,0
Volkswagen,e Transporter Kombi L1,N,9,255,250,2302,254,8.6,63.8,75,2000,800,253,64867,64240,0
Smart,EQ forfourSmart EQ forfour,A,4,95,176,1200,65,12.7,16.7,0,0,185,237,22600,23995,18190
Mercedes,Benz EQS SUV 500,F,7,530,223,2840,543,5.3,118.0,160,1800,645,257,124545,148173,0
Volvo,EX40 Twin Motor Performance,C,5,385,205,2170,414,4.6,79.0,110,1800,441,165,62890,59495,59555
Porsche,Taycan 4 PlusPorsche Taycan,F,5,565,172,2325,738,4.6,97.0,267,0,491,202,111924,116562,0
Ford,e Tourneo Custom L2,N,8,235,272,2602,245,8.0,64.0,2,2000,819,326,76517,0,0
Ford,e Tourneo Custom L2,N,8,270,263,2432,272,9.0,71.0,2,2000,819,244,62654,68349,57923
Ford,Mustang Mach E GT,D,5,425,214,2348,397,4.4,91.0,86,750,619,191,77200,82920,72830
Mercedes,Benz EQS SUV 450,F,7,490,221,2805,521,6.0,108.4,173,1800,645,267,114609,129660,129470
Fiat,E Ulysse L2 75,N,8,265,260,2140,252,13.3,69.0,79,1000,450,234,61990,0,0
Genesis,GV60 Sport MY25 Genesis,C,5,410,195,2200,513,5.5,80.0,205,1600,432,161,64580,0,58515
BYD,ATTO 3 Evo AWD,C,5,400,187,1990,455,3.9,74.8,130,1500,591,121,0,0,42000
Audi,SQ8 Sportback e tronAudi,E,5,480,221,2725,493,4.5,106.0,144,1800,590,221,100350,101990,101315
Mercedes,Benz EQE AMG 53,E,5,450,201,2540,491,3.5,90.6,141,1700,430,268,110706,129380,105995
Polestar,3 Performance MY26 Polestar,E,5,460,222,2600,539,3.9,102.0,200,2200,508,230,0,0,91990
Tesla,Model X Long RangeTesla,F,7,435,218,2533,434,4.9,95.0,100,2250,,216,91000,95820,82350
Citroën,ë Jumpy Combi XL,N,9,265,260,2161,252,13.3,69.0,79,1000,912,222,58730,58958,0
Toyota,Proace Shuttle M 75,N,9,265,260,2131,252,13.1,69.0,79,1000,550,227,0,60095,0
Sono,SionSono Sion Discontinued February,C,5,260,181,1730,261,9.0,47.0,750,750,650,116,29900,30400,0
Citroën,ë SpaceTourer M 75,N,9,265,260,2131,252,13.3,69.0,79,1000,507,237,59640,66097,0
DS,Automobiles N 8 FWDDS,D,5,415,178,2207,443,7.7,73.7,90,1260,620,139,57700,57000,50790
Hyundai,Kona Electric 39 kWh,B,5,245,160,1610,221,9.7,39.2,37,0,332,135,34600,0,27250
Opel,Zafira e Life M,N,9,185,250,1969,198,12.1,46.3,78,1000,,306,63250,57183,42735
Fiat,500e 3 1 24,B,4,135,158,1290,153,9.0,21.3,40,0,185,222,0,29990,0
Škoda,Enyaq iV RS MY23,C,5,420,183,2258,456,6.2,77.0,115,1200,585,147,63300,0,52670
Peugeot,e Traveller Standard 75,N,9,265,260,2131,252,14.3,69.0,79,1000,603,238,59640,66442,0
Mercedes,Benz EQA 250 Mercedes,C,5,420,168,2055,414,9.1,70.5,90,0,340,136,55960,58080,0
Ford,Mustang Mach E SR,D,5,345,203,2138,347,6.3,70.0,78,750,619,191,62250,66670,60080
Ford,Mustang Mach E SR,D,5,375,187,2044,375,6.9,70.0,78,750,619,156,62900,53900,50830
Porsche,Taycan 4SPorsche Taycan 4S,F,5,415,171,2215,525,4.0,71.0,0,0,491,273,114559,120564,90700
Ford,Mustang Mach E ER,D,5,480,190,2160,489,7.0,91.0,1,1500,619,126,58500,54400,59830
Tesla,Model S 60DTesla Model,F,5,345,180,2183,376,5.4,62.0,95,0,895,238,74719,89385,0
Peugeot,e Expert Combi Long,N,9,265,260,2161,252,14.3,69.0,79,1000,989,223,58730,59303,0
Audi,SQ8 SUV e tronAudi,E,5,455,233,2725,463,4.5,106.0,144,1800,631,228,98100,99990,98815
ORA,Funky Cat 63 kWhORA,C,5,340,174,1615,313,8.2,59.3,55,0,228,123,44490,0,33795
Porsche,Taycan Turbo Cross TurismoPorsche,F,5,495,196,2395,636,2.8,97.0,267,0,489,350,177000,184500,138200
Abarth,600e TurismoAbarth 600e Turismo,B,5,280,181,1700,297,6.2,50.8,79,0,360,155,44990,45990,33995
Ford,e Tourneo Custom L2,N,8,250,284,2900,257,7.0,71.0,2,2300,819,315,78659,0,0
Peugeot,e Traveller Long 75,N,9,265,260,2161,252,14.3,69.0,79,1000,989,243,60430,68378,0
Porsche,Taycan 4 Cross TurismoPorsche,F,5,440,190,2320,557,5.1,83.7,216,0,530,238,103254,109064,88200
GWM,ORA 07 ProGWM ORA,D,5,350,184,2065,339,8.2,64.3,75,0,333,127,44490,0,0
Ford,e Tourneo Custom L1,N,8,270,263,2432,272,9.0,71.0,2,2000,672,240,61702,67260,57083
Audi,Q4 Sportback e tron,C,5,295,176,1970,314,9.0,52.0,0,0,535,174,46700,54155,46190
Volkswagen,e Transporter Kombi L1,N,9,255,250,2302,254,12.8,63.8,75,2000,800,243,62719,61990,53404
Volkswagen,e Transporter Kombi L2,N,9,250,255,2348,250,8.6,63.8,75,2000,1,262,65872,65290,0
Tesla,Model X 60DTesla Model,F,7,285,218,2427,306,6.2,62.0,95,0,,315,89100,90600,0
Peugeot,e Rifter Standard 50,N,7,205,226,1765,217,11.7,46.3,78,750,571,193,41240,39620,33120
Peugeot,e Rifter Long 50,N,7,200,232,1841,214,11.7,46.3,78,750,806,207,42440,41430,35120
Volkswagen,ID 5 ProVolkswagen ID,C,5,430,179,2117,459,10.4,77.0,125,1000,549,119,46515,48590,50550
BYD,DOLPHIN 44 9 kWh,C,5,260,173,1700,249,8.0,44.9,50,0,345,124,0,32990,27195
Renault,Kangoo Grand E Tech,N,7,220,205,1992,218,13.3,45.0,50,1500,500,183,40250,0,0
Porsche,Taycan Sport TurismoPorsche Taycan,F,5,380,187,2155,480,5.4,71.0,183,0,530,251,94091,99563,80200
Mercedes,Benz EQS 500 4MATICMercedes,F,5,590,183,2615,655,4.8,107.8,173,750,610,231,125378,147326,0
Mercedes,Benz EQE AMG 43,E,5,450,201,2535,491,4.2,90.6,141,750,430,240,104756,111068,0
Ford,e Tourneo Custom L2,N,8,260,273,2600,266,9.0,71.0,2,2000,819,279,72650,0,0
Tesla,Model S 70Tesla Model,F,5,345,200,2102,362,5.8,69.0,95,0,895,242,82700,84100,0
DS,Automobiles DS 3 Crossback,B,5,255,182,1598,278,8.7,46.3,78,0,350,150,38690,39990,31500
Opel,Vivaro e Combi L,N,9,265,260,2161,252,13.3,69.0,79,1000,912,220,57775,59059,0
Mercedes,Benz EQE 350 MY22,E,5,510,175,2385,554,6.4,89.0,120,750,430,158,70210,83238,77345
Mercedes,Benz EQE 500 4MATIC,E,5,505,179,2475,549,4.7,90.6,141,750,430,199,87286,113488,0
Ford,Mustang Mach E GT,D,5,425,214,2348,397,4.4,91.0,86,750,619,197,86200,79200,74540
Mini,Cooper SE ConvertibleMini Cooper,B,4,165,175,1540,167,8.2,28.9,44,0,160,370,60000,62990,52500
Porsche,Taycan 4S Sport TurismoPorsche,F,5,440,187,2270,546,3.7,82.3,195,0,530,273,121800,127800,96700
Lotus,Emeya RLotus Emeya R,F,5,465,213,2650,611,2.8,98.9,328,1225,543,328,150990,155025,131255
Mercedes,Benz EQT 200 LongMercedes,N,7,220,205,1944,221,13.3,45.0,50,1500,828,213,41613,52326,0
Ford,e Tourneo Custom L1,N,8,265,268,2500,266,9.0,71.0,2,2000,672,271,71698,0,0
Tesla,Model X P90DLTesla Model,F,7,375,228,2524,366,3.4,85.5,90,0,,382,142200,144600,0
Mercedes,Benz EQE AMG 53,E,5,455,199,2525,491,3.5,90.6,141,750,430,271,109777,128613,114750
Mercedes,Benz EQS SUV 450,F,7,500,217,2695,535,6.7,108.4,173,750,645,236,110801,125425,0
Opel,Combo Electric XL 50,N,7,230,217,1881,242,11.3,50.0,80,750,1,175,39600,44584,31590
Porsche,Taycan 4Porsche Taycan 4,F,5,490,168,2245,611,4.6,82.3,195,0,491,221,106200,110433,0
Audi,e tron SAudi e,E,5,320,270,2695,339,4.5,86.5,146,1800,722,311,93800,104540,87000
Nissan,Ariya e 4ORCE 87kWh,C,5,405,215,2293,391,5.1,87.0,80,1500,415,168,71490,64990,59025
Peugeot,e Expert Combi Standard,N,9,185,250,1969,198,13.1,46.3,78,1000,603,271,51940,48353,0
Mercedes,Benz eVito Tourer Long,N,9,210,286,2380,211,12.0,60.0,0,0,990,333,60678,79061,0
GWM,ORA 07 PureGWM ORA,D,5,350,184,2065,339,8.2,64.3,75,0,333,120,41990,0,0
Skywell,BE11 Standard RangeSkywell BE11,D,5,325,209,1955,296,9.6,68.0,50,0,467,131,0,0,36995
Ford,e Tourneo Custom L2,N,8,255,278,2807,259,8.0,71.0,2,2000,819,344,0,0,76187
BMW,i3s 94 AhBMW i3s,B,4,160,170,1340,163,6.9,27.2,46,0,260,265,45750,44081,32475
